,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceTimestamp
119557,546552,21889,WOODEN BOX OF DOMINOES,12,2011-03-15,1.25,13082.0,United Kingdom,2011-03-15 08:18:00
119558,546552,21915,RED  HARMONICA IN BOX ,12,2011-03-15,1.25,13082.0,United Kingdom,2011-03-15 08:18:00
119559,546552,21914,BLUE HARMONICA IN BOX ,12,2011-03-15,1.25,13082.0,United Kingdom,2011-03-15 08:18:00
119560,546552,22492,MINI PAINT SET VINTAGE ,36,2011-03-15,0.65,13082.0,United Kingdom,2011-03-15 08:18:00
119561,546552,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-03-15,1.25,13082.0,United Kingdom,2011-03-15 08:18:00
119562,546552,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2011-03-15,2.95,13082.0,United Kingdom,2011-03-15 08:18:00
119563,546552,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-03-15,1.25,13082.0,United Kingdom,2011-03-15 08:18:00
119564,546552,22548,HEADS AND TAILS SPORTING FUN,12,2011-03-15,1.25,13082.0,United Kingdom,2011-03-15 08:18:00
119565,546552,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-03-15,1.65,13082.0,United Kingdom,2011-03-15 08:18:00
119566,546552,22652,TRAVEL SEWING KIT,10,2011-03-15,1.65,13082.0,United Kingdom,2011-03-15 08:18:00
119567,546552,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-03-15,2.1,13082.0,United Kingdom,2011-03-15 08:18:00
119568,546552,22150,3 STRIPEY MICE FELTCRAFT,6,2011-03-15,1.95,13082.0,United Kingdom,2011-03-15 08:18:00
119569,546552,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-03-15,1.25,13082.0,United Kingdom,2011-03-15 08:18:00
119570,546552,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-03-15,1.25,13082.0,United Kingdom,2011-03-15 08:18:00
119571,546552,22555,PLASTERS IN TIN STRONGMAN,12,2011-03-15,1.65,13082.0,United Kingdom,2011-03-15 08:18:00
119572,546552,21912,VINTAGE SNAKES & LADDERS,4,2011-03-15,3.75,13082.0,United Kingdom,2011-03-15 08:18:00
119573,546552,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2011-03-15,3.75,13082.0,United Kingdom,2011-03-15 08:18:00
119574,546553,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-03-15,2.95,13499.0,United Kingdom,2011-03-15 08:52:00
119575,546553,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-03-15,2.95,13499.0,United Kingdom,2011-03-15 08:52:00
119576,546553,21754,HOME BUILDING BLOCK WORD,3,2011-03-15,5.95,13499.0,United Kingdom,2011-03-15 08:52:00
119577,546553,21166,COOK WITH WINE METAL SIGN ,12,2011-03-15,2.08,13499.0,United Kingdom,2011-03-15 08:52:00
119578,546553,21164,HOME SWEET HOME METAL SIGN ,6,2011-03-15,2.95,13499.0,United Kingdom,2011-03-15 08:52:00
119579,546553,85093,CANDY SPOT EGG WARMER HARE,48,2011-03-15,0.39,13499.0,United Kingdom,2011-03-15 08:52:00
119580,546553,21868,POTTING SHED TEA MUG,12,2011-03-15,1.25,13499.0,United Kingdom,2011-03-15 08:52:00
119581,546553,22248,DECORATION  PINK CHICK MAGIC GARDEN,16,2011-03-15,0.85,13499.0,United Kingdom,2011-03-15 08:52:00
