,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceTimestamp
272974,560776,20726,LUNCH BAG WOODLAND,10,2011-07-21,1.65,13995.0,United Kingdom,2011-07-21 08:44:00
272975,560776,20727,LUNCH BAG  BLACK SKULL.,10,2011-07-21,1.65,13995.0,United Kingdom,2011-07-21 08:44:00
272976,560776,22383,LUNCH BAG SUKI DESIGN ,10,2011-07-21,1.65,13995.0,United Kingdom,2011-07-21 08:44:00
272977,560776,23209,LUNCH BAG DOILEY PATTERN ,10,2011-07-21,1.65,13995.0,United Kingdom,2011-07-21 08:44:00
272978,560776,21899,GARAGE KEY FOB,24,2011-07-21,0.65,13995.0,United Kingdom,2011-07-21 08:44:00
272979,560776,21900,"KEY FOB , SHED",24,2011-07-21,0.65,13995.0,United Kingdom,2011-07-21 08:44:00
272980,560776,21901,"KEY FOB , BACK DOOR ",24,2011-07-21,0.65,13995.0,United Kingdom,2011-07-21 08:44:00
272981,560776,22983,CARD BILLBOARD FONT,12,2011-07-21,0.42,13995.0,United Kingdom,2011-07-21 08:44:00
272982,560776,22030,SWALLOWS GREETING CARD,12,2011-07-21,0.42,13995.0,United Kingdom,2011-07-21 08:44:00
272983,560776,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-07-21,2.1,13995.0,United Kingdom,2011-07-21 08:44:00
272984,560776,22150,3 STRIPEY MICE FELTCRAFT,6,2011-07-21,1.95,13995.0,United Kingdom,2011-07-21 08:44:00
272985,560776,22629,SPACEBOY LUNCH BOX ,12,2011-07-21,1.95,13995.0,United Kingdom,2011-07-21 08:44:00
272986,560776,22090,PAPER BUNTING RETROSPOT,6,2011-07-21,2.95,13995.0,United Kingdom,2011-07-21 08:44:00
272987,560776,23006,TRAVEL CARD WALLET FLOWER MEADOW,24,2011-07-21,0.42,13995.0,United Kingdom,2011-07-21 08:44:00
272988,560776,23000,TRAVEL CARD WALLET TRANSPORT,24,2011-07-21,0.42,13995.0,United Kingdom,2011-07-21 08:44:00
272989,560776,23079,TOADSTOOL BEDSIDE LIGHT ,2,2011-07-21,8.95,13995.0,United Kingdom,2011-07-21 08:44:00
272990,560776,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-07-21,3.75,13995.0,United Kingdom,2011-07-21 08:44:00
272991,560776,21448,12 DAISY PEGS IN WOOD BOX,12,2011-07-21,1.65,13995.0,United Kingdom,2011-07-21 08:44:00
272992,560776,22470,HEART OF WICKER LARGE,12,2011-07-21,2.95,13995.0,United Kingdom,2011-07-21 08:44:00
272993,560776,22469,HEART OF WICKER SMALL,12,2011-07-21,1.65,13995.0,United Kingdom,2011-07-21 08:44:00
272994,560776,20728,LUNCH BAG CARS BLUE,10,2011-07-21,1.65,13995.0,United Kingdom,2011-07-21 08:44:00
272995,560776,22384,LUNCH BAG PINK POLKADOT,10,2011-07-21,1.65,13995.0,United Kingdom,2011-07-21 08:44:00
272996,560776,23206,LUNCH BAG APPLE DESIGN,10,2011-07-21,1.65,13995.0,United Kingdom,2011-07-21 08:44:00
272997,560776,22026,BANQUET BIRTHDAY  CARD  ,12,2011-07-21,0.42,13995.0,United Kingdom,2011-07-21 08:44:00
272998,560776,22027,TEA PARTY BIRTHDAY CARD,12,2011-07-21,0.42,13995.0,United Kingdom,2011-07-21 08:44:00
272999,560776,22817,CARD SUKI BIRTHDAY,12,2011-07-21,0.42,13995.0,United Kingdom,2011-07-21 08:44:00
273000,560776,22714,CARD BIRTHDAY COWBOY,12,2011-07-21,0.42,13995.0,United Kingdom,2011-07-21 08:44:00
273001,560776,21936,RED RETROSPOT PICNIC BAG,5,2011-07-21,2.95,13995.0,United Kingdom,2011-07-21 08:44:00
273002,560777,20658,RED RETROSPOT LUGGAGE TAG,2,2011-07-21,2.46,,United Kingdom,2011-07-21 09:30:00
273003,560777,20712,JUMBO BAG WOODLAND ANIMALS,4,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273004,560777,20713,JUMBO BAG OWLS,2,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273005,560777,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-07-21,6.25,,United Kingdom,2011-07-21 09:30:00
273006,560777,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,2011-07-21,2.46,,United Kingdom,2011-07-21 09:30:00
273007,560777,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-07-21,10.79,,United Kingdom,2011-07-21 09:30:00
273008,560777,21218,RED SPOTTY BISCUIT TIN,1,2011-07-21,8.29,,United Kingdom,2011-07-21 09:30:00
273009,560777,21479,WHITE SKULL HOT WATER BOTTLE ,1,2011-07-21,8.29,,United Kingdom,2011-07-21 09:30:00
273010,560777,21874,GIN AND TONIC MUG,1,2011-07-21,3.29,,United Kingdom,2011-07-21 09:30:00
273011,560777,21888,BINGO SET,1,2011-07-21,7.46,,United Kingdom,2011-07-21 09:30:00
273012,560777,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273013,560777,21931,JUMBO STORAGE BAG SUKI,5,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273014,560777,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2011-07-21,6.63,,United Kingdom,2011-07-21 09:30:00
273015,560777,22133,PINK LOVE HEART SHAPE CUP,1,2011-07-21,1.63,,United Kingdom,2011-07-21 09:30:00
273016,560777,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2011-07-21,4.96,,United Kingdom,2011-07-21 09:30:00
273017,560777,22196,SMALL HEART MEASURING SPOONS,2,2011-07-21,1.63,,United Kingdom,2011-07-21 09:30:00
273018,560777,22379,RECYCLING BAG RETROSPOT ,1,2011-07-21,4.96,,United Kingdom,2011-07-21 09:30:00
273019,560777,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273020,560777,22502,PICNIC BASKET WICKER SMALL,1,2011-07-21,10.79,,United Kingdom,2011-07-21 09:30:00
273021,560777,22629,SPACEBOY LUNCH BOX ,2,2011-07-21,2.46,,United Kingdom,2011-07-21 09:30:00
273022,560777,22630,DOLLY GIRL LUNCH BOX,1,2011-07-21,2.46,,United Kingdom,2011-07-21 09:30:00
273023,560777,22659,LUNCH BOX I LOVE LONDON,1,2011-07-21,2.46,,United Kingdom,2011-07-21 09:30:00
273024,560777,22677,FRENCH BLUE METAL DOOR SIGN 2,1,2011-07-21,2.46,,United Kingdom,2011-07-21 09:30:00
273025,560777,22681,FRENCH BLUE METAL DOOR SIGN 6,1,2011-07-21,2.46,,United Kingdom,2011-07-21 09:30:00
273026,560777,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-07-21,5.79,,United Kingdom,2011-07-21 09:30:00
273027,560777,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-07-21,5.79,,United Kingdom,2011-07-21 09:30:00
273028,560777,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,2011-07-21,2.08,,United Kingdom,2011-07-21 09:30:00
273029,560777,23084,RABBIT NIGHT LIGHT,1,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273030,560777,23173,REGENCY TEAPOT ROSES ,1,2011-07-21,19.96,,United Kingdom,2011-07-21 09:30:00
273031,560777,23199,JUMBO BAG APPLES,2,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273032,560777,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,5,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273033,560777,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-07-21,4.96,,United Kingdom,2011-07-21 09:30:00
273034,560777,84997a,CHILDRENS CUTLERY POLKADOT GREEN ,2,2011-07-21,8.29,,United Kingdom,2011-07-21 09:30:00
273035,560777,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273036,560777,DOT,DOTCOM POSTAGE,1,2011-07-21,79.0,,United Kingdom,2011-07-21 09:30:00
273037,560778,47591d,PINK FAIRY CAKE CHILDRENS APRON,1,2011-07-21,4.96,,United Kingdom,2011-07-21 09:30:00
273038,560778,72801d,4 SKY BLUE DINNER CANDLES,2,2011-07-21,2.46,,United Kingdom,2011-07-21 09:30:00
273039,560778,75049L,LARGE CIRCULAR MIRROR MOBILE,4,2011-07-21,2.46,,United Kingdom,2011-07-21 09:30:00
273040,560778,84946,ANTIQUE SILVER T-LIGHT GLASS,1,2011-07-21,2.46,,United Kingdom,2011-07-21 09:30:00
273041,560778,DOT,DOTCOM POSTAGE,1,2011-07-21,79.83,,United Kingdom,2011-07-21 09:30:00
273042,560778,20712,JUMBO BAG WOODLAND ANIMALS,5,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273043,560778,20713,JUMBO BAG OWLS,1,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273044,560778,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273045,560778,21218,RED SPOTTY BISCUIT TIN,1,2011-07-21,8.29,,United Kingdom,2011-07-21 09:30:00
273046,560778,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273047,560778,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273048,560778,21930,JUMBO STORAGE BAG SKULLS,1,2011-07-21,4.96,,United Kingdom,2011-07-21 09:30:00
273049,560778,21931,JUMBO STORAGE BAG SUKI,6,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273050,560778,21935,SUKI  SHOULDER BAG,1,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273051,560778,22028,PENNY FARTHING BIRTHDAY CARD,1,2011-07-21,0.83,,United Kingdom,2011-07-21 09:30:00
273052,560778,22136,LOVE HEART SOCK HANGER,2,2011-07-21,3.29,,United Kingdom,2011-07-21 09:30:00
273053,560778,22167, OVAL WALL MIRROR DIAMANTE ,1,2011-07-21,19.96,,United Kingdom,2011-07-21 09:30:00
273054,560778,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-07-21,4.13,,United Kingdom,2011-07-21 09:30:00
273055,560778,22470,HEART OF WICKER LARGE,1,2011-07-21,5.79,,United Kingdom,2011-07-21 09:30:00
273056,560778,22501,PICNIC BASKET WICKER LARGE,1,2011-07-21,20.79,,United Kingdom,2011-07-21 09:30:00
273057,560778,22668,PINK BABY BUNTING,3,2011-07-21,5.79,,United Kingdom,2011-07-21 09:30:00
273058,560778,22670,FRENCH WC SIGN BLUE METAL,1,2011-07-21,2.46,,United Kingdom,2011-07-21 09:30:00
273059,560778,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-07-21,5.79,,United Kingdom,2011-07-21 09:30:00
273060,560778,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2011-07-21,16.63,,United Kingdom,2011-07-21 09:30:00
