,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceTimestamp
207116,554975,23175,REGENCY MILK JUG PINK ,24,2011-05-29,2.75,17819.0,United Kingdom,2011-05-29 10:40:00
207117,554975,23173,REGENCY TEAPOT ROSES ,24,2011-05-29,8.15,17819.0,United Kingdom,2011-05-29 10:40:00
207118,554975,23174,REGENCY SUGAR BOWL GREEN,24,2011-05-29,3.75,17819.0,United Kingdom,2011-05-29 10:40:00
207119,554975,23170,REGENCY TEA PLATE ROSES ,48,2011-05-29,1.45,17819.0,United Kingdom,2011-05-29 10:40:00
207120,554975,23172,REGENCY TEA PLATE PINK,48,2011-05-29,1.45,17819.0,United Kingdom,2011-05-29 10:40:00
207121,554975,23171,REGENCY TEA PLATE GREEN ,48,2011-05-29,1.45,17819.0,United Kingdom,2011-05-29 10:40:00
207122,554975,23162,REGENCY TEA STRAINER,48,2011-05-29,3.29,17819.0,United Kingdom,2011-05-29 10:40:00
207123,554975,23163,REGENCY SUGAR TONGS,48,2011-05-29,2.08,17819.0,United Kingdom,2011-05-29 10:40:00
207124,554975,22605,WOODEN CROQUET GARDEN SET,1,2011-05-29,14.95,17819.0,United Kingdom,2011-05-29 10:40:00
207125,554975,22607,WOODEN ROUNDERS GARDEN SET ,1,2011-05-29,9.95,17819.0,United Kingdom,2011-05-29 10:40:00
207126,554976,84792,ENCHANTED BIRD COATHANGER 5 HOOK,3,2011-05-29,4.65,15046.0,United Kingdom,2011-05-29 10:57:00
207127,554976,84673B,BLUE FLY SWAT,1,2011-05-29,0.65,15046.0,United Kingdom,2011-05-29 10:57:00
207128,554976,84673A,PINK FLY SWAT,1,2011-05-29,0.65,15046.0,United Kingdom,2011-05-29 10:57:00
207129,554976,22219,LOVEBIRD HANGING DECORATION WHITE ,20,2011-05-29,0.85,15046.0,United Kingdom,2011-05-29 10:57:00
207130,554976,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2,2011-05-29,0.83,15046.0,United Kingdom,2011-05-29 10:57:00
207131,554976,23147,SINGLE ANTIQUE ROSE HOOK IVORY,2,2011-05-29,1.45,15046.0,United Kingdom,2011-05-29 10:57:00
207132,554976,23131,MISTLETOE HEART WREATH CREAM,12,2011-05-29,4.15,15046.0,United Kingdom,2011-05-29 10:57:00
