,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceTimestamp
512930,579522,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-30,1.69,14432.0,United Kingdom,2011-11-30 08:04:00
512931,579522,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,4,2011-11-30,8.95,14432.0,United Kingdom,2011-11-30 08:04:00
512932,579522,82483,WOOD 2 DRAWER CABINET WHITE FINISH,8,2011-11-30,6.95,14432.0,United Kingdom,2011-11-30 08:04:00
512933,579522,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-11-30,1.95,14432.0,United Kingdom,2011-11-30 08:04:00
512934,579522,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-11-30,4.15,14432.0,United Kingdom,2011-11-30 08:04:00
512935,579522,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-11-30,0.85,14432.0,United Kingdom,2011-11-30 08:04:00
512936,579522,22616,PACK OF 12 LONDON TISSUES ,24,2011-11-30,0.39,14432.0,United Kingdom,2011-11-30 08:04:00
512937,579522,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2011-11-30,0.39,14432.0,United Kingdom,2011-11-30 08:04:00
512938,579522,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-11-30,4.25,14432.0,United Kingdom,2011-11-30 08:04:00
512939,579522,22865,HAND WARMER OWL DESIGN,12,2011-11-30,2.1,14432.0,United Kingdom,2011-11-30 08:04:00
512940,579522,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-11-30,2.08,14432.0,United Kingdom,2011-11-30 08:04:00
512941,579522,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,2011-11-30,4.15,14432.0,United Kingdom,2011-11-30 08:04:00
512942,579522,21650,ASSORTED TUTTI FRUTTI BRACELET,24,2011-11-30,0.19,14432.0,United Kingdom,2011-11-30 08:04:00
512943,579522,85231B,CINAMMON SET OF 9 T-LIGHTS,12,2011-11-30,0.85,14432.0,United Kingdom,2011-11-30 08:04:00
512944,579522,22795,SWEETHEART RECIPE BOOK STAND,2,2011-11-30,6.75,14432.0,United Kingdom,2011-11-30 08:04:00
512945,579523,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,2011-11-30,3.75,15903.0,United Kingdom,2011-11-30 08:08:00
512946,579523,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2011-11-30,3.75,15903.0,United Kingdom,2011-11-30 08:08:00
512947,579523,22110,BIRD HOUSE HOT WATER BOTTLE,36,2011-11-30,2.1,15903.0,United Kingdom,2011-11-30 08:08:00
512948,579523,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,2011-11-30,3.75,15903.0,United Kingdom,2011-11-30 08:08:00
512949,579523,22112,CHOCOLATE HOT WATER BOTTLE,24,2011-11-30,4.25,15903.0,United Kingdom,2011-11-30 08:08:00
512950,579523,22835,HOT WATER BOTTLE I AM SO POORLY,24,2011-11-30,4.25,15903.0,United Kingdom,2011-11-30 08:08:00
512951,579523,84030E,ENGLISH ROSE HOT WATER BOTTLE,48,2011-11-30,3.75,15903.0,United Kingdom,2011-11-30 08:08:00
512952,579524,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-11-30,2.95,16295.0,United Kingdom,2011-11-30 08:17:00
512953,579524,21314,SMALL GLASS HEART TRINKET POT,8,2011-11-30,2.1,16295.0,United Kingdom,2011-11-30 08:17:00
512954,579524,84707A,SILVER JEWELLED MIRROR TRINKET TRAY,2,2011-11-30,9.95,16295.0,United Kingdom,2011-11-30 08:17:00
512955,579524,23111,PARISIENNE SEWING BOX,2,2011-11-30,12.5,16295.0,United Kingdom,2011-11-30 08:17:00
512956,579524,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-11-30,5.95,16295.0,United Kingdom,2011-11-30 08:17:00
512957,579524,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-11-30,1.65,16295.0,United Kingdom,2011-11-30 08:17:00
512958,579524,23301,GARDENERS KNEELING PAD KEEP CALM ,12,2011-11-30,1.65,16295.0,United Kingdom,2011-11-30 08:17:00
512959,579524,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-11-30,8.25,16295.0,United Kingdom,2011-11-30 08:17:00
512960,579524,20685,DOORMAT RED RETROSPOT,2,2011-11-30,8.25,16295.0,United Kingdom,2011-11-30 08:17:00
512961,579524,22499,WOODEN UNION JACK BUNTING,3,2011-11-30,5.95,16295.0,United Kingdom,2011-11-30 08:17:00
512962,579524,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,24,2011-11-30,0.79,16295.0,United Kingdom,2011-11-30 08:17:00
512963,579524,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,24,2011-11-30,0.79,16295.0,United Kingdom,2011-11-30 08:17:00
512964,579524,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,2011-11-30,0.62,16295.0,United Kingdom,2011-11-30 08:17:00
512965,579524,85114B,IVORY ENCHANTED FOREST PLACEMAT,6,2011-11-30,1.65,16295.0,United Kingdom,2011-11-30 08:17:00
512966,579524,85114A,BLACK ENCHANTED FOREST PLACEMAT,6,2011-11-30,1.65,16295.0,United Kingdom,2011-11-30 08:17:00
512967,579524,85114C,RED ENCHANTED FOREST PLACEMAT,6,2011-11-30,1.65,16295.0,United Kingdom,2011-11-30 08:17:00
512968,579524,37449,CERAMIC CAKE STAND + HANGING CAKES,4,2011-11-30,9.95,16295.0,United Kingdom,2011-11-30 08:17:00
512969,579525,85123A,WHITE HANGING HEART T-LIGHT HOLDER,96,2011-11-30,2.55,15113.0,United Kingdom,2011-11-30 08:23:00
512970,579525,23493,VINTAGE DOILY TRAVEL SEWING KIT,40,2011-11-30,1.95,15113.0,United Kingdom,2011-11-30 08:23:00
512971,579525,23552,BICYCLE PUNCTURE REPAIR KIT ,36,2011-11-30,2.08,15113.0,United Kingdom,2011-11-30 08:23:00
512972,579525,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,72,2011-11-30,0.65,15113.0,United Kingdom,2011-11-30 08:23:00
512973,579525,22941,CHRISTMAS LIGHTS 10 REINDEER,8,2011-11-30,8.5,15113.0,United Kingdom,2011-11-30 08:23:00
512974,579525,21914,BLUE HARMONICA IN BOX ,48,2011-11-30,1.25,15113.0,United Kingdom,2011-11-30 08:23:00
512975,579525,23196,VINTAGE LEAF MAGNETIC NOTEPAD,36,2011-11-30,1.45,15113.0,United Kingdom,2011-11-30 08:23:00
512976,579525,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,144,2011-11-30,0.29,15113.0,United Kingdom,2011-11-30 08:23:00
512977,579525,22299,PIG KEYRING WITH LIGHT & SOUND ,48,2011-11-30,1.25,15113.0,United Kingdom,2011-11-30 08:23:00
512978,579525,22551,PLASTERS IN TIN SPACEBOY,24,2011-11-30,1.65,15113.0,United Kingdom,2011-11-30 08:23:00
512979,579525,22555,PLASTERS IN TIN STRONGMAN,12,2011-11-30,1.65,15113.0,United Kingdom,2011-11-30 08:23:00
512980,579525,21481,FAWN BLUE HOT WATER BOTTLE,12,2011-11-30,3.75,15113.0,United Kingdom,2011-11-30 08:23:00
512981,579525,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,48,2011-11-30,0.55,15113.0,United Kingdom,2011-11-30 08:23:00
512982,579525,21977,PACK OF 60 PINK PAISLEY CAKE CASES,48,2011-11-30,0.55,15113.0,United Kingdom,2011-11-30 08:23:00
512983,579525,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-11-30,0.55,15113.0,United Kingdom,2011-11-30 08:23:00
512984,579525,22988,SOLDIERS EGG CUP ,36,2011-11-30,1.25,15113.0,United Kingdom,2011-11-30 08:23:00
512985,579525,23566,EGG CUP MILKMAID HEIDI,24,2011-11-30,1.25,15113.0,United Kingdom,2011-11-30 08:23:00
512986,579525,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-11-30,2.55,15113.0,United Kingdom,2011-11-30 08:23:00
512987,579525,22961,JAM MAKING SET PRINTED,48,2011-11-30,1.45,15113.0,United Kingdom,2011-11-30 08:23:00
512988,579525,22960,JAM MAKING SET WITH JARS,12,2011-11-30,3.75,15113.0,United Kingdom,2011-11-30 08:23:00
512989,579525,22435,SET OF 9 HEART SHAPED BALLOONS,12,2011-11-30,1.25,15113.0,United Kingdom,2011-11-30 08:23:00
512990,579525,23367,SET 12 COLOUR PENCILS SPACEBOY ,48,2011-11-30,0.65,15113.0,United Kingdom,2011-11-30 08:23:00
512991,579525,23237,SET OF 4 KNICK KNACK TINS LEAF,12,2011-11-30,4.15,15113.0,United Kingdom,2011-11-30 08:23:00
512992,579525,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,30,2011-11-30,0.82,15113.0,United Kingdom,2011-11-30 08:23:00
512993,579526,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-11-30,2.55,18058.0,United Kingdom,2011-11-30 08:38:00
512994,579526,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-11-30,2.55,18058.0,United Kingdom,2011-11-30 08:38:00
512995,579526,85230B,CINNAMON SCENTED VOTIVE CANDLE,24,2011-11-30,0.29,18058.0,United Kingdom,2011-11-30 08:38:00
512996,579527,84946,ANTIQUE SILVER T-LIGHT GLASS,24,2011-11-30,1.25,18210.0,United Kingdom,2011-11-30 08:43:00
512997,579527,23080,RED METAL BOX TOP SECRET,4,2011-11-30,8.25,18210.0,United Kingdom,2011-11-30 08:43:00
512998,579527,23344,JUMBO BAG 50'S CHRISTMAS ,20,2011-11-30,2.08,18210.0,United Kingdom,2011-11-30 08:43:00
512999,579527,23079,TOADSTOOL BEDSIDE LIGHT ,2,2011-11-30,8.95,18210.0,United Kingdom,2011-11-30 08:43:00
513000,579527,21810,CHRISTMAS HANGING STAR WITH BELL,48,2011-11-30,0.39,18210.0,United Kingdom,2011-11-30 08:43:00
513001,579527,23058,CHRISTMAS HANGING SNOWFLAKE,24,2011-11-30,0.79,18210.0,United Kingdom,2011-11-30 08:43:00
513002,579527,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-11-30,2.95,18210.0,United Kingdom,2011-11-30 08:43:00
513003,579527,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2011-11-30,2.95,18210.0,United Kingdom,2011-11-30 08:43:00
513004,579527,23360,SET 8 CANDLES VINTAGE DOILY,12,2011-11-30,1.95,18210.0,United Kingdom,2011-11-30 08:43:00
513005,579527,22866,HAND WARMER SCOTTY DOG DESIGN,36,2011-11-30,2.1,18210.0,United Kingdom,2011-11-30 08:43:00
513006,579527,22865,HAND WARMER OWL DESIGN,12,2011-11-30,2.1,18210.0,United Kingdom,2011-11-30 08:43:00
513007,579527,22843,BISCUIT TIN VINTAGE GREEN,2,2011-11-30,6.75,18210.0,United Kingdom,2011-11-30 08:43:00
513008,579527,22624,IVORY KITCHEN SCALES,2,2011-11-30,8.5,18210.0,United Kingdom,2011-11-30 08:43:00
513009,579527,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,8,2011-11-30,3.75,18210.0,United Kingdom,2011-11-30 08:43:00
513010,579527,23499,SET 12 VINTAGE DOILY CHALK ,24,2011-11-30,0.42,18210.0,United Kingdom,2011-11-30 08:43:00
513011,579527,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-11-30,0.85,18210.0,United Kingdom,2011-11-30 08:43:00
513012,579527,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,2011-11-30,0.39,18210.0,United Kingdom,2011-11-30 08:43:00
513013,579527,23188,VINTAGE  2 METRE FOLDING RULER,12,2011-11-30,1.65,18210.0,United Kingdom,2011-11-30 08:43:00
513014,579528,23201,JUMBO BAG ALPHABET,30,2011-11-30,2.08,12787.0,Netherlands,2011-11-30 08:44:00
513015,579528,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-11-30,2.08,12787.0,Netherlands,2011-11-30 08:44:00
513016,579528,23203,JUMBO BAG VINTAGE DOILY ,10,2011-11-30,2.08,12787.0,Netherlands,2011-11-30 08:44:00
513017,579528,POST,POSTAGE,1,2011-11-30,15.0,12787.0,Netherlands,2011-11-30 08:44:00
513018,579529,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-11-30,4.95,12488.0,France,2011-11-30 08:50:00
513019,579529,23084,RABBIT NIGHT LIGHT,24,2011-11-30,1.79,12488.0,France,2011-11-30 08:50:00
513020,579529,POST,POSTAGE,3,2011-11-30,18.0,12488.0,France,2011-11-30 08:50:00
513021,579529,22175,PINK OWL SOFT TOY,12,2011-11-30,2.95,12488.0,France,2011-11-30 08:50:00
513022,579529,84931A,PINK SCOTTIE DOG W FLOWER PATTERN,6,2011-11-30,2.55,12488.0,France,2011-11-30 08:50:00
513023,579529,84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,6,2011-11-30,2.55,12488.0,France,2011-11-30 08:50:00
