,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceTimestamp
280195,561383,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2011-07-27,2.55,13730.0,United Kingdom,2011-07-27 08:35:00
280196,561383,21137,BLACK RECORD COVER FRAME,4,2011-07-27,3.75,13730.0,United Kingdom,2011-07-27 08:35:00
280197,561383,22630,DOLLY GIRL LUNCH BOX,12,2011-07-27,1.95,13730.0,United Kingdom,2011-07-27 08:35:00
280198,561383,22631,CIRCUS PARADE LUNCH BOX ,12,2011-07-27,1.95,13730.0,United Kingdom,2011-07-27 08:35:00
280199,561383,23080,RED METAL BOX TOP SECRET,2,2011-07-27,8.25,13730.0,United Kingdom,2011-07-27 08:35:00
280200,561383,21915,RED  HARMONICA IN BOX ,12,2011-07-27,1.25,13730.0,United Kingdom,2011-07-27 08:35:00
280201,561383,22620,4 TRADITIONAL SPINNING TOPS,12,2011-07-27,1.45,13730.0,United Kingdom,2011-07-27 08:35:00
280202,561383,22492,MINI PAINT SET VINTAGE ,36,2011-07-27,0.65,13730.0,United Kingdom,2011-07-27 08:35:00
280203,561383,22536,MAGIC DRAWING SLATE PURDEY,24,2011-07-27,0.42,13730.0,United Kingdom,2011-07-27 08:35:00
280204,561383,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2011-07-27,0.42,13730.0,United Kingdom,2011-07-27 08:35:00
280205,561383,22621,TRADITIONAL KNITTING NANCY,12,2011-07-27,1.65,13730.0,United Kingdom,2011-07-27 08:35:00
280206,561383,22750,FELTCRAFT PRINCESS LOLA DOLL,8,2011-07-27,3.75,13730.0,United Kingdom,2011-07-27 08:35:00
280207,561383,23127,FELTCRAFT GIRL NICOLE KIT,8,2011-07-27,4.95,13730.0,United Kingdom,2011-07-27 08:35:00
280208,561383,22974,CHILDRENS DOLLY GIRL MUG,12,2011-07-27,1.65,13730.0,United Kingdom,2011-07-27 08:35:00
280209,561383,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-07-27,4.95,13730.0,United Kingdom,2011-07-27 08:35:00
280210,561383,22972,CHILDREN'S SPACEBOY MUG,12,2011-07-27,1.65,13730.0,United Kingdom,2011-07-27 08:35:00
280211,561383,22197,POPCORN HOLDER,24,2011-07-27,0.85,13730.0,United Kingdom,2011-07-27 08:35:00
280212,561383,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-07-27,1.69,13730.0,United Kingdom,2011-07-27 08:35:00
280213,561383,22625,RED KITCHEN SCALES,2,2011-07-27,8.5,13730.0,United Kingdom,2011-07-27 08:35:00
280214,561383,22624,IVORY KITCHEN SCALES,4,2011-07-27,8.5,13730.0,United Kingdom,2011-07-27 08:35:00
280215,561383,22627,MINT KITCHEN SCALES,4,2011-07-27,8.5,13730.0,United Kingdom,2011-07-27 08:35:00
280216,561384,22779,WOODEN OWLS LIGHT GARLAND ,8,2011-07-27,4.25,13194.0,United Kingdom,2011-07-27 09:01:00
280217,561384,21382,SET/4 SPRING FLOWER DECORATION,12,2011-07-27,0.75,13194.0,United Kingdom,2011-07-27 09:01:00
280218,561384,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-07-27,2.95,13194.0,United Kingdom,2011-07-27 09:01:00
280219,561385,21914,BLUE HARMONICA IN BOX ,12,2011-07-27,1.25,15660.0,United Kingdom,2011-07-27 09:13:00
280220,561385,21790,VINTAGE SNAP CARDS,12,2011-07-27,0.85,15660.0,United Kingdom,2011-07-27 09:13:00
280221,561385,23209,LUNCH BAG DOILEY PATTERN ,10,2011-07-27,1.65,15660.0,United Kingdom,2011-07-27 09:13:00
280222,561385,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2011-07-27,1.25,15660.0,United Kingdom,2011-07-27 09:13:00
280223,561385,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,2011-07-27,0.85,15660.0,United Kingdom,2011-07-27 09:13:00
280224,561385,22383,LUNCH BAG SUKI DESIGN ,10,2011-07-27,1.65,15660.0,United Kingdom,2011-07-27 09:13:00
280225,561385,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-07-27,1.25,15660.0,United Kingdom,2011-07-27 09:13:00
280226,561385,21391,FRENCH LAVENDER SCENT HEART,12,2011-07-27,0.75,15660.0,United Kingdom,2011-07-27 09:13:00
280227,561385,22161,HEART DECORATION RUSTIC HANGING ,24,2011-07-27,0.19,15660.0,United Kingdom,2011-07-27 09:13:00
280228,561385,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-07-27,1.65,15660.0,United Kingdom,2011-07-27 09:13:00
280229,561386,23293,SET OF 12 FAIRY CAKE BAKING CASES,12,2011-07-27,0.83,15660.0,United Kingdom,2011-07-27 09:14:00
280230,561387,21990,MODERN FLORAL STATIONERY SET,12,2011-07-27,1.25,13824.0,United Kingdom,2011-07-27 09:22:00
280231,561387,21991,BOHEMIAN COLLAGE STATIONERY SET,12,2011-07-27,1.25,13824.0,United Kingdom,2011-07-27 09:22:00
280232,561387,21992,VINTAGE PAISLEY STATIONERY SET,12,2011-07-27,1.25,13824.0,United Kingdom,2011-07-27 09:22:00
280233,561387,21993,FLORAL FOLK STATIONERY SET,12,2011-07-27,1.25,13824.0,United Kingdom,2011-07-27 09:22:00
280234,561387,22115,METAL SIGN EMPIRE TEA,24,2011-07-27,0.79,13824.0,United Kingdom,2011-07-27 09:22:00
280235,561387,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2011-07-27,1.95,13824.0,United Kingdom,2011-07-27 09:22:00
280236,561387,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-07-27,1.65,13824.0,United Kingdom,2011-07-27 09:22:00
280237,561387,21934,SKULL SHOULDER BAG,30,2011-07-27,1.65,13824.0,United Kingdom,2011-07-27 09:22:00
280238,561387,21935,SUKI  SHOULDER BAG,10,2011-07-27,1.65,13824.0,United Kingdom,2011-07-27 09:22:00
280239,561387,20727,LUNCH BAG  BLACK SKULL.,10,2011-07-27,1.65,13824.0,United Kingdom,2011-07-27 09:22:00
280240,561388,22030,SWALLOWS GREETING CARD,72,2011-07-27,0.36,12753.0,Japan,2011-07-27 09:32:00
280241,561388,22615,PACK OF 12 CIRCUS PARADE TISSUES ,96,2011-07-27,0.29,12753.0,Japan,2011-07-27 09:32:00
280242,561388,22398,MAGNETS PACK OF 4 SWALLOWS,48,2011-07-27,0.39,12753.0,Japan,2011-07-27 09:32:00
280243,561388,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,48,2011-07-27,0.39,12753.0,Japan,2011-07-27 09:32:00
280244,561388,20979,36 PENCILS TUBE RED RETROSPOT,48,2011-07-27,1.25,12753.0,Japan,2011-07-27 09:32:00
