,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceTimestamp
120849,546681,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-03-16,4.95,16297.0,United Kingdom,2011-03-16 08:29:00
120850,546681,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-03-16,4.95,16297.0,United Kingdom,2011-03-16 08:29:00
120851,546681,21934,SKULL SHOULDER BAG,10,2011-03-16,1.65,16297.0,United Kingdom,2011-03-16 08:29:00
120852,546681,22371,AIRLINE BAG VINTAGE TOKYO 78,4,2011-03-16,4.25,16297.0,United Kingdom,2011-03-16 08:29:00
120853,546681,22207,FRYING PAN UNION FLAG,4,2011-03-16,4.25,16297.0,United Kingdom,2011-03-16 08:29:00
120854,546681,22629,SPACEBOY LUNCH BOX ,12,2011-03-16,1.95,16297.0,United Kingdom,2011-03-16 08:29:00
120855,546681,21356,TOAST ITS - FAIRY FLOWER,12,2011-03-16,1.25,16297.0,United Kingdom,2011-03-16 08:29:00
120856,546681,22727,ALARM CLOCK BAKELIKE RED ,4,2011-03-16,3.75,16297.0,United Kingdom,2011-03-16 08:29:00
120857,546681,82552,WASHROOM METAL SIGN,12,2011-03-16,1.45,16297.0,United Kingdom,2011-03-16 08:29:00
120858,546681,21899,"KEY FOB , GARAGE DESIGN",24,2011-03-16,0.65,16297.0,United Kingdom,2011-03-16 08:29:00
120859,546681,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-03-16,1.25,16297.0,United Kingdom,2011-03-16 08:29:00
120860,546681,22418,10 COLOUR SPACEBOY PEN,24,2011-03-16,0.85,16297.0,United Kingdom,2011-03-16 08:29:00
120861,546681,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-03-16,0.85,16297.0,United Kingdom,2011-03-16 08:29:00
120862,546681,21577,SAVE THE PLANET COTTON TOTE BAG,6,2011-03-16,2.25,16297.0,United Kingdom,2011-03-16 08:29:00
120863,546681,21829,DINOSAUR KEYRINGS ASSORTED,36,2011-03-16,0.21,16297.0,United Kingdom,2011-03-16 08:29:00
120864,546681,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-03-16,1.95,16297.0,United Kingdom,2011-03-16 08:29:00
120865,546681,90201B,BLACK ENAMEL FLOWER RING,6,2011-03-16,2.95,16297.0,United Kingdom,2011-03-16 08:29:00
120866,546681,90143,SILVER BRACELET W PASTEL FLOWER,2,2011-03-16,7.5,16297.0,United Kingdom,2011-03-16 08:29:00
120867,546681,22191,IVORY DINER WALL CLOCK,2,2011-03-16,8.5,16297.0,United Kingdom,2011-03-16 08:29:00
120868,546681,22983,CARD BILLBOARD FONT,12,2011-03-16,0.42,16297.0,United Kingdom,2011-03-16 08:29:00
120869,546682,48187,DOORMAT NEW ENGLAND,2,2011-03-16,7.95,12994.0,United Kingdom,2011-03-16 08:31:00
120870,546682,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,2011-03-16,7.95,12994.0,United Kingdom,2011-03-16 08:31:00
120871,546682,22607,WOODEN ROUNDERS GARDEN SET ,2,2011-03-16,9.95,12994.0,United Kingdom,2011-03-16 08:31:00
120872,546682,85178,VICTORIAN SEWING KIT,12,2011-03-16,1.25,12994.0,United Kingdom,2011-03-16 08:31:00
120873,546682,22188,BLACK HEART CARD HOLDER,4,2011-03-16,3.95,12994.0,United Kingdom,2011-03-16 08:31:00
120874,546682,22429,ENAMEL MEASURING JUG CREAM,4,2011-03-16,4.25,12994.0,United Kingdom,2011-03-16 08:31:00
120875,546682,85053,FRENCH ENAMEL CANDLEHOLDER,6,2011-03-16,2.1,12994.0,United Kingdom,2011-03-16 08:31:00
120876,546682,22427,ENAMEL FLOWER JUG CREAM,3,2011-03-16,5.95,12994.0,United Kingdom,2011-03-16 08:31:00
120877,546682,22426,ENAMEL WASH BOWL CREAM,4,2011-03-16,3.75,12994.0,United Kingdom,2011-03-16 08:31:00
120878,546682,22424,ENAMEL BREAD BIN CREAM,1,2011-03-16,12.75,12994.0,United Kingdom,2011-03-16 08:31:00
120879,546682,22425,ENAMEL COLANDER CREAM,3,2011-03-16,4.95,12994.0,United Kingdom,2011-03-16 08:31:00
120880,546682,22191,IVORY DINER WALL CLOCK,2,2011-03-16,8.5,12994.0,United Kingdom,2011-03-16 08:31:00
120881,546682,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-03-16,1.25,12994.0,United Kingdom,2011-03-16 08:31:00
120882,546682,22960,JAM MAKING SET WITH JARS,6,2011-03-16,4.25,12994.0,United Kingdom,2011-03-16 08:31:00
120883,546682,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-03-16,4.95,12994.0,United Kingdom,2011-03-16 08:31:00
120884,546682,47566,PARTY BUNTING,4,2011-03-16,4.95,12994.0,United Kingdom,2011-03-16 08:31:00
120885,546682,22567,20 DOLLY PEGS RETROSPOT,12,2011-03-16,1.25,12994.0,United Kingdom,2011-03-16 08:31:00
120886,546682,16161P,WRAP ENGLISH ROSE ,25,2011-03-16,0.42,12994.0,United Kingdom,2011-03-16 08:31:00
120887,546682,21498,RED RETROSPOT WRAP ,25,2011-03-16,0.42,12994.0,United Kingdom,2011-03-16 08:31:00
120888,546682,85017B,ENVELOPE 50 BLOSSOM IMAGES,12,2011-03-16,0.85,12994.0,United Kingdom,2011-03-16 08:31:00
120889,546682,22082,RIBBON REEL STRIPES DESIGN ,10,2011-03-16,1.65,12994.0,United Kingdom,2011-03-16 08:31:00
120890,546682,21181,PLEASE ONE PERSON METAL SIGN,12,2011-03-16,2.1,12994.0,United Kingdom,2011-03-16 08:31:00
120891,546683,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-03-16,2.95,12868.0,United Kingdom,2011-03-16 09:38:00
120892,546683,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-03-16,4.95,12868.0,United Kingdom,2011-03-16 09:38:00
120893,546683,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-03-16,1.25,12868.0,United Kingdom,2011-03-16 09:38:00
120894,546683,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2011-03-16,1.25,12868.0,United Kingdom,2011-03-16 09:38:00
120895,546683,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-03-16,2.95,12868.0,United Kingdom,2011-03-16 09:38:00
120896,546683,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-03-16,2.95,12868.0,United Kingdom,2011-03-16 09:38:00
120897,546683,85231G,ORANGE SCENTED SET/9 T-LIGHTS,12,2011-03-16,0.85,12868.0,United Kingdom,2011-03-16 09:38:00
120898,546683,22176,BLUE OWL SOFT TOY,6,2011-03-16,2.95,12868.0,United Kingdom,2011-03-16 09:38:00
120899,546683,21556,CERAMIC STRAWBERRY MONEY BOX,6,2011-03-16,2.55,12868.0,United Kingdom,2011-03-16 09:38:00
120900,546683,22960,JAM MAKING SET WITH JARS,6,2011-03-16,4.25,12868.0,United Kingdom,2011-03-16 09:38:00
120901,546683,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-03-16,2.1,12868.0,United Kingdom,2011-03-16 09:38:00
120902,546683,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-03-16,2.55,12868.0,United Kingdom,2011-03-16 09:38:00
120903,546683,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-03-16,1.69,12868.0,United Kingdom,2011-03-16 09:38:00
120904,546683,22595,GINGHAM HEART DECORATION,12,2011-03-16,0.85,12868.0,United Kingdom,2011-03-16 09:38:00
120905,546683,37444A,YELLOW BREAKFAST CUP AND SAUCER,8,2011-03-16,0.39,12868.0,United Kingdom,2011-03-16 09:38:00
120906,546683,22027,TEA PARTY BIRTHDAY CARD,12,2011-03-16,0.42,12868.0,United Kingdom,2011-03-16 09:38:00
120907,546683,22718,CARD CAT AND TREE ,12,2011-03-16,0.42,12868.0,United Kingdom,2011-03-16 09:38:00
120908,546683,21314,SMALL GLASS HEART TRINKET POT,8,2011-03-16,2.1,12868.0,United Kingdom,2011-03-16 09:38:00
