,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceTimestamp
390039,570492,21621,VINTAGE UNION JACK BUNTING,2,2011-10-11,8.5,14194.0,United Kingdom,2011-10-11 08:23:00
390040,570492,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-11,12.75,14194.0,United Kingdom,2011-10-11 08:23:00
390041,570492,21181,PLEASE ONE PERSON METAL SIGN,12,2011-10-11,2.1,14194.0,United Kingdom,2011-10-11 08:23:00
390042,570492,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-10-11,0.55,14194.0,United Kingdom,2011-10-11 08:23:00
390043,570492,21259,VICTORIAN SEWING BOX SMALL ,2,2011-10-11,5.95,14194.0,United Kingdom,2011-10-11 08:23:00
390044,570492,23083,SET 6 PAPER TABLE LANTERN STARS ,6,2011-10-11,3.75,14194.0,United Kingdom,2011-10-11 08:23:00
390045,570492,23206,LUNCH BAG APPLE DESIGN,10,2011-10-11,1.65,14194.0,United Kingdom,2011-10-11 08:23:00
390046,570492,22980,PANTRY SCRUBBING BRUSH,12,2011-10-11,1.65,14194.0,United Kingdom,2011-10-11 08:23:00
390047,570492,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-10-11,1.65,14194.0,United Kingdom,2011-10-11 08:23:00
390048,570492,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-10-11,4.95,14194.0,United Kingdom,2011-10-11 08:23:00
390049,570492,23127,FELTCRAFT GIRL NICOLE KIT,4,2011-10-11,4.95,14194.0,United Kingdom,2011-10-11 08:23:00
390050,570492,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-10-11,3.95,14194.0,United Kingdom,2011-10-11 08:23:00
390051,570492,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-10-11,1.25,14194.0,United Kingdom,2011-10-11 08:23:00
390052,570492,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-10-11,3.75,14194.0,United Kingdom,2011-10-11 08:23:00
390053,570492,23201,JUMBO BAG ALPHABET,10,2011-10-11,2.08,14194.0,United Kingdom,2011-10-11 08:23:00
390054,570492,22727,ALARM CLOCK BAKELIKE RED ,4,2011-10-11,3.75,14194.0,United Kingdom,2011-10-11 08:23:00
390055,570492,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-10-11,1.25,14194.0,United Kingdom,2011-10-11 08:23:00
390056,570492,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-10-11,1.25,14194.0,United Kingdom,2011-10-11 08:23:00
