,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceTimestamp
461207,575931,23438, RED SPOT GIFT BAG LARGE,12,2011-11-13,1.25,16560.0,United Kingdom,2011-11-13 10:35:00
461208,575931,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,12,2011-11-13,1.25,16560.0,United Kingdom,2011-11-13 10:35:00
461209,575931,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,10,2011-11-13,0.82,16560.0,United Kingdom,2011-11-13 10:35:00
461210,575931,23374,RED SPOT PAPER GIFT BAG,10,2011-11-13,0.82,16560.0,United Kingdom,2011-11-13 10:35:00
461211,575931,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-11-13,2.95,16560.0,United Kingdom,2011-11-13 10:35:00
461212,575931,35970,ZINC FOLKART SLEIGH BELLS,12,2011-11-13,1.69,16560.0,United Kingdom,2011-11-13 10:35:00
461213,575931,23210,WHITE ROCKING HORSE HAND PAINTED,24,2011-11-13,1.25,16560.0,United Kingdom,2011-11-13 10:35:00
461214,575931,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-11-13,1.25,16560.0,United Kingdom,2011-11-13 10:35:00
461215,575931,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2011-11-13,4.95,16560.0,United Kingdom,2011-11-13 10:35:00
461216,575931,22840,ROUND CAKE TIN VINTAGE RED,2,2011-11-13,7.95,16560.0,United Kingdom,2011-11-13 10:35:00
461217,575931,22842,BISCUIT TIN VINTAGE RED,2,2011-11-13,6.75,16560.0,United Kingdom,2011-11-13 10:35:00
461218,575931,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-11-13,1.45,16560.0,United Kingdom,2011-11-13 10:35:00
461219,575931,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-11-13,0.83,16560.0,United Kingdom,2011-11-13 10:35:00
461220,575931,23245,SET OF 3 REGENCY CAKE TINS,8,2011-11-13,4.95,16560.0,United Kingdom,2011-11-13 10:35:00
461221,575931,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-13,12.75,16560.0,United Kingdom,2011-11-13 10:35:00
461222,575931,23173,REGENCY TEAPOT ROSES ,2,2011-11-13,9.95,16560.0,United Kingdom,2011-11-13 10:35:00
461223,575931,23175,REGENCY MILK JUG PINK ,4,2011-11-13,3.25,16560.0,United Kingdom,2011-11-13 10:35:00
461224,575931,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-11-13,2.95,16560.0,United Kingdom,2011-11-13 10:35:00
461225,575931,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-11-13,2.95,16560.0,United Kingdom,2011-11-13 10:35:00
