,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceTimestamp
37878,C539486,22600,CHRISTMAS RETROSPOT STAR WOOD,-12,2010-12-20,0.85,18256.0,United Kingdom,2010-12-20 08:27:00
37879,C539486,22603,CHRISTMAS RETROSPOT TREE WOOD,-11,2010-12-20,0.85,18256.0,United Kingdom,2010-12-20 08:27:00
37880,C539486,22336,DOVE DECORATION PAINTED ZINC ,-23,2010-12-20,0.65,18256.0,United Kingdom,2010-12-20 08:27:00
37881,C539486,22339,CHRISTMAS TREE PAINTED ZINC ,-24,2010-12-20,0.65,18256.0,United Kingdom,2010-12-20 08:27:00
37882,539487,22801,ANTIQUE GLASS PEDESTAL BOWL,4,2010-12-20,3.75,16153.0,United Kingdom,2010-12-20 09:22:00
37883,539487,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2010-12-20,2.95,16153.0,United Kingdom,2010-12-20 09:22:00
37884,539487,22961,JAM MAKING SET PRINTED,12,2010-12-20,1.45,16153.0,United Kingdom,2010-12-20 09:22:00
37885,539487,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2010-12-20,4.95,16153.0,United Kingdom,2010-12-20 09:22:00
37886,539487,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,2010-12-20,1.49,16153.0,United Kingdom,2010-12-20 09:22:00
37887,539487,22822,CREAM WALL PLANTER HEART SHAPED,4,2010-12-20,5.95,16153.0,United Kingdom,2010-12-20 09:22:00
37888,539487,21533,RETROSPOT LARGE MILK JUG,6,2010-12-20,4.95,16153.0,United Kingdom,2010-12-20 09:22:00
37889,539487,21535,RED RETROSPOT SMALL MILK JUG,6,2010-12-20,2.55,16153.0,United Kingdom,2010-12-20 09:22:00
37890,539487,21843,RED RETROSPOT CAKE STAND,2,2010-12-20,10.95,16153.0,United Kingdom,2010-12-20 09:22:00
37891,539487,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2010-12-20,2.95,16153.0,United Kingdom,2010-12-20 09:22:00
37892,539488,22837,HOT WATER BOTTLE BABUSHKA LARGE,8,2010-12-20,4.65,12377.0,Switzerland,2010-12-20 09:37:00
37893,539488,22112,CHOCOLATE HOT WATER BOTTLE,16,2010-12-20,4.95,12377.0,Switzerland,2010-12-20 09:37:00
37894,539488,22953,BIRTHDAY BANNER TAPE,24,2010-12-20,1.25,12377.0,Switzerland,2010-12-20 09:37:00
37895,539488,22813,PACK 3 BOXES BIRD PANNETONE ,24,2010-12-20,1.95,12377.0,Switzerland,2010-12-20 09:37:00
37896,539488,22314,OFFICE MUG WARMER CHOC+BLUE,12,2010-12-20,4.95,12377.0,Switzerland,2010-12-20 09:37:00
37897,539488,22190,LOCAL CAFE MUG,12,2010-12-20,2.1,12377.0,Switzerland,2010-12-20 09:37:00
37898,539488,22540,MINI JIGSAW CIRCUS PARADE ,24,2010-12-20,0.42,12377.0,Switzerland,2010-12-20 09:37:00
37899,539488,22544,MINI JIGSAW SPACEBOY,24,2010-12-20,0.42,12377.0,Switzerland,2010-12-20 09:37:00
37900,539488,22546,MINI JIGSAW PURDEY,24,2010-12-20,0.42,12377.0,Switzerland,2010-12-20 09:37:00
37901,539488,22545,MINI JIGSAW BUNNIES,24,2010-12-20,0.42,12377.0,Switzerland,2010-12-20 09:37:00
37902,539488,22539,MINI JIGSAW DOLLY GIRL,24,2010-12-20,0.42,12377.0,Switzerland,2010-12-20 09:37:00
37903,539488,22538,MINI JIGSAW GO TO THE FAIR,24,2010-12-20,0.42,12377.0,Switzerland,2010-12-20 09:37:00
37904,539488,22555,PLASTERS IN TIN STRONGMAN,12,2010-12-20,1.65,12377.0,Switzerland,2010-12-20 09:37:00
37905,539488,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2010-12-20,1.65,12377.0,Switzerland,2010-12-20 09:37:00
37906,539488,22659,LUNCH BOX I LOVE LONDON,12,2010-12-20,1.95,12377.0,Switzerland,2010-12-20 09:37:00
37907,539488,22631,CIRCUS PARADE LUNCH BOX ,12,2010-12-20,1.95,12377.0,Switzerland,2010-12-20 09:37:00
37908,539488,22629,SPACEBOY LUNCH BOX ,12,2010-12-20,1.95,12377.0,Switzerland,2010-12-20 09:37:00
37909,539488,22630,DOLLY GIRL LUNCH BOX,12,2010-12-20,1.95,12377.0,Switzerland,2010-12-20 09:37:00
37910,539488,21832,CHOCOLATE CALCULATOR,24,2010-12-20,1.65,12377.0,Switzerland,2010-12-20 09:37:00
37911,539488,22714,CARD BIRTHDAY COWBOY,12,2010-12-20,0.42,12377.0,Switzerland,2010-12-20 09:37:00
37912,539488,22713,CARD I LOVE LONDON ,12,2010-12-20,0.42,12377.0,Switzerland,2010-12-20 09:37:00
37913,539488,22029,SPACEBOY BIRTHDAY CARD,24,2010-12-20,0.42,12377.0,Switzerland,2010-12-20 09:37:00
37914,539488,22037,ROBOT BIRTHDAY CARD,12,2010-12-20,0.42,12377.0,Switzerland,2010-12-20 09:37:00
37915,539488,21506,"FANCY FONT BIRTHDAY CARD, ",12,2010-12-20,0.42,12377.0,Switzerland,2010-12-20 09:37:00
37916,539488,22422,TOOTHPASTE TUBE PEN,12,2010-12-20,0.65,12377.0,Switzerland,2010-12-20 09:37:00
