,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceTimestamp
289550,562272,21447,12 IVORY ROSE PEG PLACE SETTINGS,24,2011-08-04,1.25,12971.0,United Kingdom,2011-08-04 08:18:00
289551,562272,22807,SET OF 6 T-LIGHTS TOADSTOOLS,6,2011-08-04,2.95,12971.0,United Kingdom,2011-08-04 08:18:00
289552,562272,22156,HEART DECORATION WITH PEARLS ,12,2011-08-04,0.85,12971.0,United Kingdom,2011-08-04 08:18:00
289553,562272,47599B,BLUE PARTY BAGS ,12,2011-08-04,2.1,12971.0,United Kingdom,2011-08-04 08:18:00
289554,562273,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2011-08-04,1.25,12502.0,Spain,2011-08-04 09:55:00
289555,562273,22423,REGENCY CAKESTAND 3 TIER,7,2011-08-04,12.75,12502.0,Spain,2011-08-04 09:55:00
289556,562273,22846,BREAD BIN DINER STYLE RED ,3,2011-08-04,16.95,12502.0,Spain,2011-08-04 09:55:00
289557,562273,22847,BREAD BIN DINER STYLE IVORY,1,2011-08-04,16.95,12502.0,Spain,2011-08-04 09:55:00
289558,562273,22625,RED KITCHEN SCALES,2,2011-08-04,8.5,12502.0,Spain,2011-08-04 09:55:00
289559,562273,23094,LE GRAND TRAY CHIC SET,1,2011-08-04,12.5,12502.0,Spain,2011-08-04 09:55:00
289560,562273,71406C,BLACK ORANGE SQUEEZER,10,2011-08-04,0.42,12502.0,Spain,2011-08-04 09:55:00
289561,562273,23169,CLASSIC GLASS COOKIE JAR,6,2011-08-04,4.15,12502.0,Spain,2011-08-04 09:55:00
289562,562273,22760,"TRAY, BREAKFAST IN BED",1,2011-08-04,12.75,12502.0,Spain,2011-08-04 09:55:00
289563,562273,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-08-04,3.75,12502.0,Spain,2011-08-04 09:55:00
289564,562273,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-08-04,2.95,12502.0,Spain,2011-08-04 09:55:00
289565,562273,21115,ROSE CARAVAN DOORSTOP,2,2011-08-04,6.75,12502.0,Spain,2011-08-04 09:55:00
289566,562273,22485,SET OF 2 WOODEN MARKET CRATES,2,2011-08-04,12.75,12502.0,Spain,2011-08-04 09:55:00
289567,562273,20679,EDWARDIAN PARASOL RED,3,2011-08-04,5.95,12502.0,Spain,2011-08-04 09:55:00
289568,562273,22467,GUMBALL COAT RACK,6,2011-08-04,2.55,12502.0,Spain,2011-08-04 09:55:00
289569,562273,22914,BLUE COAT RACK PARIS FASHION,3,2011-08-04,4.95,12502.0,Spain,2011-08-04 09:55:00
289570,562273,21770,OPEN CLOSED METAL SIGN,2,2011-08-04,4.95,12502.0,Spain,2011-08-04 09:55:00
289571,562273,21279,VINTAGE KITCHEN PRINT FRUITS,6,2011-08-04,2.55,12502.0,Spain,2011-08-04 09:55:00
289572,562273,84870B,BLUE GEISHA GIRL ,4,2011-08-04,3.75,12502.0,Spain,2011-08-04 09:55:00
289573,562273,84870C,GREEN GEISHA GIRL ,4,2011-08-04,3.75,12502.0,Spain,2011-08-04 09:55:00
289574,562273,85114B,IVORY ENCHANTED FOREST PLACEMAT,6,2011-08-04,1.65,12502.0,Spain,2011-08-04 09:55:00
289575,562273,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-08-04,3.95,12502.0,Spain,2011-08-04 09:55:00
289576,562273,22222,CAKE PLATE LOVEBIRD WHITE,3,2011-08-04,4.95,12502.0,Spain,2011-08-04 09:55:00
289577,562273,23020,GLASS  SONGBIRD STORAGE JAR,2,2011-08-04,12.5,12502.0,Spain,2011-08-04 09:55:00
289578,562273,23162,REGENCY TEA STRAINER,4,2011-08-04,3.75,12502.0,Spain,2011-08-04 09:55:00
289579,562273,23163,REGENCY SUGAR TONGS,8,2011-08-04,2.49,12502.0,Spain,2011-08-04 09:55:00
289580,562273,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-08-04,2.95,12502.0,Spain,2011-08-04 09:55:00
289581,562273,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-08-04,2.95,12502.0,Spain,2011-08-04 09:55:00
289582,562273,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-08-04,2.95,12502.0,Spain,2011-08-04 09:55:00
289583,562273,22215,CAKE STAND WHITE TWO TIER LACE,4,2011-08-04,8.5,12502.0,Spain,2011-08-04 09:55:00
289584,562273,POST,POSTAGE,6,2011-08-04,28.0,12502.0,Spain,2011-08-04 09:55:00
289585,562274,15056P,EDWARDIAN PARASOL PINK,3,2011-08-04,5.95,12704.0,Finland,2011-08-04 10:00:00
289586,562274,15056N,EDWARDIAN PARASOL NATURAL,3,2011-08-04,5.95,12704.0,Finland,2011-08-04 10:00:00
289587,562274,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-08-04,1.65,12704.0,Finland,2011-08-04 10:00:00
289588,562274,20679,EDWARDIAN PARASOL RED,3,2011-08-04,5.95,12704.0,Finland,2011-08-04 10:00:00
289589,562274,21557,SET OF 6 FUNKY BEAKERS,6,2011-08-04,2.95,12704.0,Finland,2011-08-04 10:00:00
289590,562274,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-04,2.08,12704.0,Finland,2011-08-04 10:00:00
