,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceTimestamp
438510,574324,23355,HOT WATER BOTTLE KEEP CALM,360,2011-11-04,4.15,16684.0,United Kingdom,2011-11-04 07:46:00
438511,574325,22791,T-LIGHT GLASS FLUTED ANTIQUE,72,2011-11-04,1.06,16839.0,United Kingdom,2011-11-04 08:12:00
438512,574325,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,2011-11-04,1.06,16839.0,United Kingdom,2011-11-04 08:12:00
438513,574325,22178,VICTORIAN GLASS HANGING T-LIGHT,96,2011-11-04,1.65,16839.0,United Kingdom,2011-11-04 08:12:00
438514,574325,20749,ASSORTED COLOUR MINI CASES,12,2011-11-04,6.35,16839.0,United Kingdom,2011-11-04 08:12:00
438515,574325,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,2011-11-04,9.95,16839.0,United Kingdom,2011-11-04 08:12:00
438516,574326,16169E,WRAP 50'S  CHRISTMAS,25,2011-11-04,0.42,14913.0,United Kingdom,2011-11-04 08:29:00
438517,574326,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-11-04,1.25,14913.0,United Kingdom,2011-11-04 08:29:00
438518,574326,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,2011-11-04,0.83,14913.0,United Kingdom,2011-11-04 08:29:00
438519,574326,23375,50'S CHRISTMAS PAPER GIFT BAG,10,2011-11-04,0.82,14913.0,United Kingdom,2011-11-04 08:29:00
438520,574326,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,2011-11-04,1.25,14913.0,United Kingdom,2011-11-04 08:29:00
438521,574326,23319,BOX OF 6 MINI 50'S CRACKERS,6,2011-11-04,2.49,14913.0,United Kingdom,2011-11-04 08:29:00
438522,574326,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,2011-11-04,0.79,14913.0,United Kingdom,2011-11-04 08:29:00
438523,574326,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-11-04,1.25,14913.0,United Kingdom,2011-11-04 08:29:00
438524,574326,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-11-04,2.95,14913.0,United Kingdom,2011-11-04 08:29:00
438525,574326,16237,SLEEPING CAT ERASERS,30,2011-11-04,0.21,14913.0,United Kingdom,2011-11-04 08:29:00
438526,574326,23100,SILVER BELLS TABLE DECORATION,12,2011-11-04,1.25,14913.0,United Kingdom,2011-11-04 08:29:00
438527,574326,23101,SILVER STARS TABLE DECORATION,12,2011-11-04,0.83,14913.0,United Kingdom,2011-11-04 08:29:00
438528,574326,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-11-04,1.25,14913.0,United Kingdom,2011-11-04 08:29:00
