,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceTimestamp
69871,541988,22383,LUNCH BAG SUKI  DESIGN ,100,2011-01-25,1.45,15222.0,United Kingdom,2011-01-25 08:03:00
69872,541988,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-01-25,0.72,15222.0,United Kingdom,2011-01-25 08:03:00
69873,541988,21935,SUKI  SHOULDER BAG,100,2011-01-25,1.45,15222.0,United Kingdom,2011-01-25 08:03:00
69874,541988,21931,JUMBO STORAGE BAG SUKI,100,2011-01-25,1.65,15222.0,United Kingdom,2011-01-25 08:03:00
69875,541988,22469,HEART OF WICKER SMALL,40,2011-01-25,1.45,15222.0,United Kingdom,2011-01-25 08:03:00
69876,541989,47566,PARTY BUNTING,5,2011-01-25,4.65,13615.0,United Kingdom,2011-01-25 08:21:00
69877,541989,22469,HEART OF WICKER SMALL,12,2011-01-25,1.65,13615.0,United Kingdom,2011-01-25 08:21:00
69878,541989,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-01-25,2.95,13615.0,United Kingdom,2011-01-25 08:21:00
69879,541989,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2011-01-25,0.85,13615.0,United Kingdom,2011-01-25 08:21:00
69880,541989,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-01-25,4.95,13615.0,United Kingdom,2011-01-25 08:21:00
69881,541989,22349,DOG BOWL CHASING BALL DESIGN,6,2011-01-25,3.75,13615.0,United Kingdom,2011-01-25 08:21:00
69882,541989,22350,ILLUSTRATED CAT BOWL ,6,2011-01-25,2.55,13615.0,United Kingdom,2011-01-25 08:21:00
69883,541989,22302,COFFEE MUG PEARS  DESIGN,6,2011-01-25,2.55,13615.0,United Kingdom,2011-01-25 08:21:00
69884,541989,22303,COFFEE MUG APPLES DESIGN,6,2011-01-25,2.55,13615.0,United Kingdom,2011-01-25 08:21:00
69885,541989,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-01-25,7.95,13615.0,United Kingdom,2011-01-25 08:21:00
69886,541989,48138,DOORMAT UNION FLAG,2,2011-01-25,7.95,13615.0,United Kingdom,2011-01-25 08:21:00
69887,541989,21563,RED HEART SHAPE LOVE BUCKET ,6,2011-01-25,2.95,13615.0,United Kingdom,2011-01-25 08:21:00
